iter	RMSE
161	0.5865523313
162	0.5864840355
163	0.5863843089
164	0.5863170193
165	0.5862258266
166	0.5861783501
167	0.5860666298
168	0.5859647047
169	0.5857929482
170	0.5857081899
171	0.5856493747
172	0.5855635499
173	0.5854826061
174	0.5853743958
175	0.585290343
176	0.585223619
177	0.585164699
178	0.5851173233
179	0.5850520188
180	0.5849534876
181	0.5848885388
182	0.5848172064
183	0.5847463141
184	0.5846586921
185	0.5845455963
186	0.5844777395
187	0.5844142161
188	0.5843541852
189	0.5842791754
190	0.5842392897
191	0.5841570767
192	0.5840246167
193	0.5839213613
194	0.5838413698
195	0.5837483666
196	0.5836622248
197	0.5835758829
198	0.5835176773
199	0.5834174062
200	0.5833717068
201	0.5832706607
202	0.5831906362
203	0.5831024803
204	0.5830309107
205	0.5829526542
206	0.5828683084
207	0.582774268
208	0.5826995052
209	0.5825982674
210	0.5825311037
211	0.5824536812
212	0.5823453775
213	0.5822499568
214	0.5821807054
215	0.5821011323
216	0.582026903
217	0.581970478
218	0.5819200046
219	0.5818386291
220	0.5817381061
221	0.5816669514
222	0.5815830773
223	0.5815069766
224	0.5813863647
225	0.581286121
226	0.5812103201
227	0.5811078632
228	0.581008983
229	0.5809297012
230	0.5808490153
231	0.5807953566
232	0.5806769132
233	0.5806251408
234	0.5805577677
235	0.5804756925
236	0.5803880098
237	0.5803300875
238	0.5802426467
239	0.580147144
240	0.5800316414
241	0.5799531121
242	0.5798565811
243	0.5797806498
244	0.5796838259
245	0.5795608157
246	0.5794944888
247	0.5793638506
248	0.5792808324
249	0.5792335229
250	0.5791452933
251	0.5790480799
252	0.5789584622
253	0.5788488623
254	0.5787978333
255	0.5787178517
256	0.5786478752
257	0.5785774934
258	0.5784960069
259	0.5784116352
260	0.5783288584
261	0.5782554309
262	0.5781901268
263	0.5781190461
264	0.5780295681
265	0.5779867538
266	0.5779184107
267	0.5778570806
268	0.57775948
269	0.577676572
270	0.5775767068
271	0.5775015173
272	0.5774536075
273	0.5773772466
274	0.5772965947
275	0.577172962
276	0.577096564
277	0.5770025874
278	0.5768922557
279	0.5768048814
280	0.5767160528
281	0.5766511813
282	0.5765960508
283	0.5765272395
284	0.5764726283
285	0.5764121878
286	0.5763528413
287	0.5762809078
288	0.5762314732
289	0.5761846725
290	0.5760856687
291	0.5760143853
292	0.5759440804
293	0.5758866606
294	0.5757956772
295	0.5757008804
296	0.5756260727
297	0.5755234197
298	0.5754561903
299	0.5753669064
300	0.5752991836
301	0.5752229739
302	0.575180445
303	0.5750701821
304	0.5749814469
305	0.5748665233
306	0.5747710405
307	0.5746978815
308	0.574615331
309	0.5745467392
310	0.5744770351
311	0.5744138335
312	0.5743102973
313	0.5742182072
314	0.574156177
315	0.5740838921
316	0.573997481
317	0.5739119526
318	0.5738315377
319	0.5737716385
320	0.5736784706
321	0.5735983471
322	0.5735495202
323	0.5734884665
324	0.5734233633
325	0.5733463894
326	0.5732527518
327	0.573176976
328	0.5731179051
329	0.5730492677
330	0.5729795914
331	0.5729037413
332	0.5728399461
333	0.5727757047
334	0.5727084201
335	0.5726406502
336	0.5725728532
337	0.5724816297
338	0.572407796
339	0.5722931008
340	0.5722387736
341	0.5721786311
342	0.5720756271
343	0.5720046277
344	0.5719340785
345	0.5718592753
346	0.5717554869
347	0.57166947
348	0.5716002186
349	0.5714968232
350	0.5714259434
351	0.571365256
352	0.5712832768
353	0.5712045977
354	0.5711341411
355	0.5710515925
356	0.5709665995
357	0.570878778
358	0.5708014035
359	0.5707249765
360	0.5706257153
361	0.5705592122
362	0.5704799157
363	0.5704135489
364	0.5703560708
365	0.5702763434
366	0.5702118324
367	0.5701676639
368	0.5701023349
369	0.5700122124
370	0.5699327247
371	0.5698417118
372	0.5697724494
373	0.5696789538
374	0.5696182339
375	0.5695386913
376	0.5694528388
377	0.5693926517
378	0.5693209145
379	0.5692378531
380	0.5691610432
381	0.569061394
382	0.5689889423
383	0.5688954525
384	0.5688443957
385	0.5687418645
386	0.5686496418
387	0.568562751
388	0.568489524
389	0.5684169802
390	0.5683532202
391	0.5682728654
392	0.5682048167
393	0.5681374142
394	0.5680518312
395	0.5679361601
396	0.5678709018
397	0.5678133974
398	0.5677336597
399	0.5676560298
400	0.5675694301
401	0.5674618509
402	0.5673871327
403	0.5673048869
404	0.5672370883
405	0.5671618585
406	0.5670858088
407	0.5669803751
408	0.5669178037
409	0.5668341394
410	0.5667330583
411	0.5666672562
412	0.5665685001
413	0.5664929306
414	0.5664386455
415	0.5663712259
416	0.5663144961
417	0.5662151957
418	0.5661273325
419	0.5660570554
420	0.5659511402
421	0.5658803
422	0.5657982605
423	0.5657415119
424	0.5656553344
425	0.5655834325
426	0.5655116954
427	0.5654302019
428	0.5653603603
429	0.5652770459
430	0.5651988077
431	0.565152951
432	0.5650603941
433	0.5649967778
434	0.5649221595
435	0.5648474925
436	0.564776146
437	0.5647061655
438	0.5646237229
439	0.5645375104
440	0.5644717429
441	0.5644025965
442	0.564290809
443	0.5642009017
444	0.5641346686
445	0.5640466364
446	0.5639697594
447	0.5638933179
448	0.5638138016
449	0.5637237601
450	0.5636455003
451	0.5635741958
452	0.5634972155
453	0.5634229225
454	0.5633510657
455	0.5632883435
456	0.5632331089
457	0.5631493632
458	0.5630785784
459	0.5630145634
460	0.5629582141
461	0.5629160213
462	0.5628500838
463	0.5627639299
464	0.5627140269
465	0.562622546
466	0.5625729609
467	0.5625052141
468	0.5624431948
469	0.5623672848
470	0.5622776339
471	0.5622256066
472	0.5621230548
473	0.562048697
474	0.5619503747
475	0.5618765
476	0.561797944
477	0.5617396817
478	0.5616409158
479	0.5615695125
480	0.5614915562
481	0.5614003241
482	0.5613306046
483	0.5612535504
484	0.5611826823
485	0.5611027624
486	0.5610273922
487	0.5609451887
488	0.560876095
489	0.5608287733
490	0.5607676607
491	0.56067988
492	0.5606052137
493	0.5605582984
494	0.5604981708
495	0.5604336269
496	0.5603741104
497	0.5602728788
498	0.5601735615
499	0.5601144274
500	0.5600400762
501	0.5599671603
502	0.5598840395
503	0.5598251482
504	0.5597401893
505	0.5596539084
506	0.5595949148
507	0.559531498
508	0.5594781011
509	0.5593771765
510	0.559292306
511	0.5592287767
512	0.5591968627
513	0.5591186147
514	0.5590483759
515	0.5589748024
516	0.5589208241
517	0.5588715171
518	0.5587983118
519	0.5587202625
520	0.5586478007
521	0.5585596477
522	0.558482407
523	0.5584229371
524	0.5583694539
525	0.5582903065
526	0.5582069751
527	0.5581337805
528	0.5580589303
529	0.5579899691
530	0.5579148448
531	0.5578542755
532	0.5577918567
533	0.5577391364
534	0.5576705671
535	0.5575869077
536	0.5575113368
537	0.5574531757
538	0.5573914772
539	0.5573384639
540	0.5572644488
541	0.5571829267
542	0.557124535
543	0.557027935
544	0.5569511101
545	0.5568942455
546	0.5568353719
547	0.5567658467
548	0.5567079613
549	0.55663233
550	0.556552857
551	0.5564939865
552	0.5564280938
553	0.5563358741
554	0.5562218756
555	0.5561419113
556	0.5560897425
557	0.5560191997
558	0.5559497691
559	0.5558775364
560	0.5558321304
561	0.5557632667
562	0.5556892977
563	0.5556021515
564	0.5555382395
565	0.5554623308
566	0.5553897394
567	0.5553315136
568	0.555250909
569	0.5551891036
570	0.5551080647
571	0.5550576901
572	0.5549493406
573	0.5548805448
574	0.5548262864
575	0.5547370137
576	0.5546881037
577	0.5546166925
578	0.5545676141
579	0.554482678
580	0.5544193076
581	0.554379049
582	0.5543142464
583	0.5542452928
584	0.5541853682
585	0.5541183721
586	0.5540670983
587	0.5540076281
588	0.553957114
589	0.5538840291
590	0.5537965988
591	0.5537153363
592	0.5536409159
593	0.5535826247
594	0.5534971423
595	0.5534243326
596	0.5533117699
597	0.553251586
598	0.5531784672
599	0.553108601
600	0.5530555529
601	0.5529857106
602	0.5528965363
603	0.5528043407
604	0.5527227344
605	0.5526545914
606	0.5526116317
607	0.5525498081
608	0.552462523
609	0.5524116696
610	0.5523501008
611	0.5522876738
612	0.5522273585
613	0.5521532525
614	0.552110333
615	0.5520496022
616	0.551958434
617	0.5518716895
618	0.5518070878
619	0.5517773408
620	0.5517247395
621	0.5516835508
622	0.5516231298
623	0.5515638918
624	0.5514777991
625	0.5513780479
626	0.5513308631
627	0.5512611991
628	0.5511631151
629	0.551089362
630	0.5510096848
631	0.5509279914
632	0.5508382655
633	0.5507607163
634	0.5507210043
635	0.5506387915
636	0.5505326115
637	0.550471349
638	0.5504093049
639	0.5503610436
640	0.550300855
641	0.5502256746
642	0.5501369672
643	0.5500547664
644	0.5499858356
645	0.549908882
646	0.5498447061
647	0.5497946647
648	0.5497206087
649	0.5496511783
650	0.5496063124
651	0.5495491853
652	0.5494582988
653	0.5493870637
654	0.5493269277
655	0.5492339338
656	0.5491557
657	0.5490931089
658	0.5490298933
659	0.5489525667
660	0.5488695111
661	0.5488293236
662	0.5487713184
663	0.5487069497
664	0.548651423
665	0.5485628797
666	0.5484529281
667	0.5484109154
668	0.5483524871
669	0.5482931551
670	0.5482448271
671	0.5481433704
672	0.5480692309
673	0.5480051189
674	0.5479414783
675	0.5478855947
676	0.5478405443
677	0.5477598556
678	0.5477081463
679	0.5476450303
680	0.5475723412
681	0.5475161802
682	0.5474608124
683	0.5473901564
684	0.5473380326
685	0.5472634643
686	0.5471849088
687	0.5471244907
688	0.5470512926
689	0.5469858417
690	0.5469313
691	0.5468827917
692	0.5468084013
693	0.5467152591
694	0.5466130583
695	0.546529007
696	0.5464760005
697	0.5463840025
698	0.5463128069
699	0.5462399604
700	0.5461838627
701	0.5461394528
702	0.5460961608
703	0.546022945
704	0.5459571505
705	0.5458645842
706	0.5457848857
707	0.5457185014
708	0.5456626506
709	0.545594628
710	0.5455337732
711	0.5454741947
712	0.5454069506
713	0.5453309952
714	0.5452468666
715	0.5451857122
716	0.545117289
717	0.545051004
718	0.5449599493
719	0.544879978
720	0.5448340971
721	0.5447485266
722	0.5446621597
723	0.5445661201
724	0.5445003504
725	0.5444083198
726	0.5443748941
727	0.5442948971
728	0.5442222025
729	0.5441484934
730	0.5441026713
731	0.5439999395
732	0.5439350262
733	0.5438959418
734	0.5438166787
735	0.5437643128
736	0.5437085831
737	0.5436479195
738	0.5435867462
739	0.5435218842
740	0.5434333301
741	0.5433675038
742	0.5432985497
743	0.5432547092
744	0.5431997325
745	0.5431405624
746	0.5430724252
747	0.5430221223
748	0.5429245236
749	0.5428629264
750	0.5427925181
751	0.5427186551
752	0.5426605408
753	0.5426034079
754	0.5425560647
755	0.5425041617
756	0.5424204817
757	0.5423591094
758	0.5423045662
759	0.542250441
760	0.5421635147
761	0.5421135107
762	0.5420618074
763	0.5420039053
764	0.5419709567
765	0.5419067085
766	0.5418196867
767	0.5417586703
768	0.5416846865
769	0.5416281371
770	0.5415724299
771	0.5415110423
772	0.5414576255
773	0.5413703699
774	0.5412837872
775	0.541214507
776	0.5411308499
777	0.541075435
778	0.5410123336
779	0.5409522167
780	0.5408931444
781	0.540832529
782	0.5407708754
783	0.5407108125
784	0.5406363213
785	0.5405773156
786	0.5404883601
787	0.5404237332
788	0.5403712814
789	0.5403219615
790	0.5402352715
791	0.5401655937
792	0.5401229971
793	0.5400902173
794	0.5400445774
795	0.5399849198
796	0.5399282531
797	0.539875976
798	0.5398235723
799	0.5397591291
800	0.5397198234
801	0.5396753477
802	0.539620675
803	0.5395336899
804	0.5394429202
805	0.5393905758
806	0.5393348402
807	0.5392823636
808	0.539222135
809	0.5391656315
810	0.5391212927
811	0.5390816767
812	0.5390226631
813	0.5389633185
814	0.5389078431
815	0.5388475117
816	0.5387703272
817	0.5387139387
818	0.5386591685
819	0.53861091
820	0.5385410017
821	0.5384813806
822	0.5384196406
823	0.5383592748
824	0.5382912638
825	0.5382407172
826	0.5381833589
827	0.5381125212
828	0.5380122433
829	0.5379557754
830	0.5378939954
831	0.5378130954
832	0.5377529665
833	0.537676174
834	0.5375954853
835	0.5375295951
836	0.5374781223
837	0.5374150869
838	0.5373377576
839	0.537287854
840	0.537203565
841	0.5371502287
842	0.5370973961
843	0.5370560426
844	0.5369819201
845	0.5369458529
846	0.536909437
847	0.5368601047
848	0.5368066935
849	0.5367318642
850	0.5366653585
851	0.5366021053
852	0.5365187685
853	0.5364572511
854	0.5363866951
855	0.5363204117
856	0.5362377448
857	0.5361899211
858	0.5361391356
859	0.5360873253
860	0.5360150681
861	0.535960777
862	0.5358731774
863	0.5358223618
864	0.5357842776
865	0.5357434351
866	0.5356686001
867	0.535620746
868	0.5355547149
869	0.5355263113
870	0.5354835908
871	0.5354376399
872	0.5353757532
873	0.5352989669
874	0.5352233342
875	0.535157622
876	0.535105451
877	0.5350411958
878	0.5349697172
879	0.5348923207
880	0.5348395309
881	0.5347813375
882	0.5347389459
883	0.5346837276
884	0.5346143285
885	0.5345783062
886	0.5345106324
887	0.5344599942
888	0.5344027826
889	0.5343501696
890	0.5342942561
891	0.5342422874
892	0.5342035583
893	0.5341495335
894	0.5340803312
895	0.5340152155
896	0.5339241221
897	0.5338868856
898	0.5338489296
899	0.5337791352
900	0.5337433638
901	0.5336826944
902	0.5336086361
903	0.5335742059
904	0.5335163869
905	0.533440399
906	0.5333892082
907	0.5333291752
908	0.5332441579
909	0.5331904255
910	0.5331382467
911	0.5330900218
912	0.533031781
913	0.5329559086
914	0.5328895679
915	0.5328475595
916	0.532795306
917	0.53272835
918	0.5326493549
919	0.5326030568
920	0.5325511284
921	0.5324867293
922	0.5324216651
923	0.5323503689
924	0.53228989
925	0.5322233841
926	0.5321649046
927	0.5321200235
928	0.5320721174
929	0.5320049881
930	0.5319454157
931	0.5318765228
932	0.5318429058
933	0.5317641493
934	0.5316879315
935	0.531610592
936	0.5315340025
937	0.5314668464
938	0.5313954632
939	0.5313293393
940	0.5312597078
941	0.5311940405
942	0.5311312269
943	0.5310545271
944	0.5310026532
945	0.5309711433
946	0.5309116608
947	0.5308372365
948	0.5307894618
949	0.5307322872
950	0.5306700372
951	0.5306082333
952	0.5305265109
953	0.5304414979
954	0.530404285
955	0.5303340372
956	0.5302603361
957	0.5301886255
958	0.5301078904
959	0.5300577187
960	0.5299837729
961	0.5299042861
962	0.52985587
963	0.5297718022
964	0.5297214955
965	0.5296625126
966	0.5295967712
967	0.5295290183
968	0.5294535322
969	0.5294100944
970	0.5293484532
971	0.5293032094
972	0.5292379811
973	0.5291730342
974	0.529116553
975	0.5290519218
976	0.5290146112
977	0.5289870347
978	0.5289131459
979	0.5288598213
980	0.528806905
981	0.5287557205
982	0.528675139
983	0.5286165152
984	0.5285649606
985	0.5284963927
986	0.5284584841
987	0.5283836521
988	0.528336794
989	0.5282698111
990	0.5282225081
991	0.5281603143
992	0.5281065823
993	0.5280487652
994	0.527974248
995	0.5279164786
996	0.5278345051
997	0.5277926538
998	0.5277566216
999	0.5276989734
1000	0.5276582097
1001	0.5276081574
1002	0.5275630338
1003	0.5275024414
1004	0.5274380271
1005	0.5273647507
1006	0.5273230902
1007	0.5272576585
1008	0.5272085016
1009	0.5271247792
1010	0.5270365824
1011	0.5269601996
1012	0.5268819794
1013	0.52683231
1014	0.526778152
1015	0.5267173655
1016	0.5266947764
1017	0.5266339387
1018	0.5265638317
1019	0.526498098
1020	0.5264601701
1021	0.5263671667
1022	0.5263181344
1023	0.5262421046
1024	0.5261680174
1025	0.5261121905
1026	0.5260429079
1027	0.5260126809
1028	0.5259390604
1029	0.5258701501
1030	0.5258109848
1031	0.5257283294
1032	0.5256759923
1033	0.525642374
1034	0.5255817891
1035	0.5255469163
1036	0.5254970167
1037	0.5254495681
1038	0.525394997
1039	0.5253296166
1040	0.5252537351
1041	0.5251599558
1042	0.5251057919
1043	0.5250394174
1044	0.5249772006
1045	0.524919268
1046	0.5248831428
1047	0.5248011748
1048	0.5247289473
1049	0.5246443914
1050	0.5245756237
1051	0.5245034903
1052	0.524430909
1053	0.5243794435
1054	0.5243399024
1055	0.5242792087
1056	0.5242137725
1057	0.5241538361
1058	0.5241118995
1059	0.5240431037
1060	0.5239713978
1061	0.5239060693
1062	0.5238420896
1063	0.5237719848
1064	0.523699678
1065	0.5236531107
1066	0.5235987701
1067	0.523551609
1068	0.5235086633
1069	0.523474864
1070	0.5233917143
1071	0.5232874243
1072	0.5232298062
1073	0.5231709903
1074	0.5230837784
1075	0.5230298177
1076	0.5229593112
1077	0.5229105867
1078	0.5228529271
1079	0.5228105514
1080	0.5227452871
1081	0.5226945133
1082	0.5226283138
1083	0.5225786587
1084	0.5225444435
1085	0.5224982128
1086	0.5224072463
1087	0.5223531319
1088	0.5222784721
1089	0.5222113194
1090	0.5221604937
1091	0.5221012431
1092	0.5220473275
1093	0.5219876241
1094	0.5219298625
1095	0.5218573634
1096	0.5218034016
1097	0.5217476945
1098	0.5217013094
1099	0.5216391976
1100	0.5215979183
1101	0.521557181
1102	0.5215063335
1103	0.5214615836
1104	0.5214016873
1105	0.5213716737
1106	0.521299034
1107	0.5212431472
1108	0.521208131
1109	0.5211534305
1110	0.5210754928
1111	0.5210032106
1112	0.5209294489
1113	0.5208646626
1114	0.5208081623
1115	0.5207187906
1116	0.5206307059
1117	0.5205619122
1118	0.5205348333
1119	0.5204585049
1120	0.5204002373
1121	0.5203655006
1122	0.5203084627
1123	0.5202469202
1124	0.5201920766
1125	0.5201171276
1126	0.5200740665
1127	0.5200220645
1128	0.5199432632
1129	0.519888661
1130	0.5198060527
1131	0.5197359084
1132	0.5196790959
1133	0.5196312003
1134	0.5195901404
1135	0.5195413947
1136	0.5194659518
1137	0.5194235104
1138	0.5193456921
1139	0.5192892371
1140	0.5192376409
1141	0.5191904418
1142	0.5191341173
1143	0.5190685382
1144	0.5190221665
1145	0.5189695534
1146	0.5189307381
1147	0.5188710977
1148	0.5187742254
1149	0.5187140399
1150	0.5186590342
1151	0.5185734253
1152	0.5185323238
1153	0.5184913878
1154	0.5184625345
1155	0.5184102866
1156	0.5183508816
1157	0.5183054162
1158	0.5182508946
1159	0.5182101474
1160	0.5181729002
1161	0.5181089302
1162	0.5180494062
1163	0.5179881443
1164	0.5179337371
1165	0.517879282
1166	0.5178413142
1167	0.517789088
1168	0.5177318296
1169	0.5176679318
1170	0.5175900186
1171	0.517517482
1172	0.5174604471
1173	0.5174135719
1174	0.5173354725
1175	0.5172609341
1176	0.5172149711
1177	0.5171761087
1178	0.5171111695
1179	0.5170224701
1180	0.5169649575
1181	0.516905323
1182	0.516844793
1183	0.5167879378
1184	0.5167290658
1185	0.5166917331
1186	0.5166331465
1187	0.5165989397
1188	0.5165408084
1189	0.5164531757
1190	0.5163732791
1191	0.5163029014
1192	0.5162436988
1193	0.5161982173
1194	0.516138473
1195	0.5160936814
1196	0.5160229477
1197	0.5159845042
1198	0.5159282536
1199	0.5158702375
1200	0.5158277547
1201	0.5157617975
1202	0.5157049714
1203	0.5156540557
1204	0.5155765381
1205	0.5155411158
1206	0.5154954026
1207	0.5154652572
1208	0.5154187734
1209	0.5153528064
1210	0.5152936644
1211	0.515246295
1212	0.5152005131
1213	0.515172643
1214	0.515109659
1215	0.5150560094
1216	0.514994264
1217	0.5149394555
1218	0.5148707297
1219	0.5148317965
1220	0.5147568531
1221	0.5147111765
1222	0.5146445875
1223	0.5145877017
1224	0.5145365268
1225	0.5144915532
1226	0.5144371376
1227	0.5143876697
1228	0.5143298625
1229	0.5142742603
1230	0.5142340698
1231	0.5141752671
1232	0.5141222431
1233	0.5140598962
1234	0.5140298794
1235	0.5139752447
1236	0.5138982187
1237	0.5138147537
1238	0.5137557752
1239	0.5136879767
1240	0.5136519132
1241	0.5135516288
1242	0.513499946
1243	0.5134201649
1244	0.5133884918
1245	0.5133307639
1246	0.5132598625
1247	0.513225026
1248	0.5131638701
1249	0.5131148335
1250	0.5130251235
1251	0.5129933407
1252	0.5129430087
1253	0.512901584
1254	0.5128428416
1255	0.5127975703
1256	0.5127389013
1257	0.5126650171
1258	0.512607933
1259	0.5125711961
1260	0.5125162352
1261	0.5124305391
1262	0.5123853594
1263	0.5123223102
1264	0.5122689877
1265	0.5122054119
1266	0.5121561768
1267	0.5121091578
1268	0.5120591446
1269	0.5119884943
1270	0.5119227047
1271	0.5118686142
1272	0.5118285126
1273	0.5117819763
1274	0.5117150062
1275	0.5116473647
1276	0.5115781752
1277	0.5115469225
1278	0.5114809479
1279	0.5114490906
1280	0.511405043
1281	0.5113760037
1282	0.5113192462
1283	0.511274396
1284	0.511225114
1285	0.511156338
1286	0.5111212085
1287	0.5110477965
1288	0.5110055119
1289	0.5109306279
1290	0.5108884835
1291	0.5108274331
1292	0.5107764167
1293	0.5107150532
1294	0.5106476219
1295	0.5105725783
1296	0.5105057709
1297	0.5104568003
1298	0.5103630233
1299	0.5103236177
1300	0.5102575063
1301	0.5102110625
1302	0.5101516245
1303	0.5100840759
1304	0.5100402534
1305	0.5099925033
1306	0.5099419608
1307	0.5098895904
1308	0.5098457513
1309	0.5097741078
1310	0.5097387542
1311	0.5096731462
1312	0.5096049762
1313	0.5095336422
1314	0.5094701329
1315	0.5094081397
1316	0.5093581834
1317	0.5093136544
1318	0.5092618635
1319	0.5092261738
1320	0.5091802372
1321	0.5091172852
1322	0.509056452
1323	0.5089789179
1324	0.5089398994
1325	0.5088979554
1326	0.5088687945
1327	0.5088014409
1328	0.5087329392
1329	0.5086844858
1330	0.508629234
1331	0.5085667728
1332	0.508515422
1333	0.5084771851
1334	0.5084372032
1335	0.5083704378
1336	0.5083111933
1337	0.5082497688
1338	0.5082030985
1339	0.508159329
1340	0.508127823
1341	0.5080897722
1342	0.5080374261
1343	0.507982599
1344	0.5079501132
1345	0.5078963748
1346	0.5078534186
1347	0.507798141
1348	0.5077403589
1349	0.5076577125
1350	0.5076213713
1351	0.5075639785
1352	0.5074882204
1353	0.5074381612
1354	0.5073990457
1355	0.5073651647
1356	0.5072997456
1357	0.507238134
1358	0.507192233
1359	0.5071411743
1360	0.5070918141
1361	0.5070378552
1362	0.5069701721
1363	0.506921615
1364	0.5068782096
1365	0.5068133102
1366	0.5067184273
1367	0.506674249
1368	0.5066464063
1369	0.5065908458
1370	0.5065515137
1371	0.5065220019
1372	0.5064703358
1373	0.5064438639
1374	0.5063788008
1375	0.5063325843
1376	0.5062764926
1377	0.506214994
1378	0.506149988
1379	0.5060956046
1380	0.5060430739
1381	0.5059641054
1382	0.5059191696
1383	0.5058602433
1384	0.5057958619
1385	0.5057541112
1386	0.5057040534
1387	0.5056731513
1388	0.5056175271
1389	0.5055671097
1390	0.5055021718
1391	0.5054478702
1392	0.5054117596
1393	0.5053770962
1394	0.5053266765
1395	0.5052758838
1396	0.5052212548
1397	0.5051682218
1398	0.5051382828
1399	0.5050702152
1400	0.5050266506
1401	0.5049758494
1402	0.5049140625
1403	0.5048704194
1404	0.5048189959
1405	0.5047697769
1406	0.5047111932
1407	0.5046804036
1408	0.504641031
1409	0.5046069865
1410	0.5045592423
1411	0.5045258859
1412	0.5044516876
1413	0.5044003948
1414	0.5043541055
1415	0.5042899655
1416	0.5042203954
1417	0.5041832642
1418	0.5041079742
1419	0.5040513963
1420	0.5040190043
1421	0.503971877
1422	0.5039261776
1423	0.5038550597
1424	0.5037986053
1425	0.5037602492
1426	0.5036928421
1427	0.5036311367
1428	0.5035936147
1429	0.5035535707
1430	0.5035154565
1431	0.5034483642
1432	0.503391017
1433	0.5033450693
1434	0.5032882101
1435	0.5032560732
1436	0.5031894244
1437	0.5031308305
1438	0.5030917931
1439	0.5030259703
1440	0.5029861421
1441	0.5029542033
1442	0.5029251327
1443	0.5028730971
1444	0.5028006341
1445	0.5027355346
1446	0.5026690778
1447	0.5025991745
1448	0.5025533503
1449	0.5025010151
1450	0.5024583159
1451	0.5023955664
1452	0.5023298048
1453	0.5022929258
1454	0.5022297637
1455	0.5021967534
1456	0.5021520684
1457	0.5020901082
1458	0.5020374415
1459	0.5020005628
1460	0.501954684
1461	0.5018969918
1462	0.5018486847
1463	0.5017959926
1464	0.5017461284
1465	0.5016882596
1466	0.5016358341
1467	0.501570082
1468	0.5015169246
1469	0.5014902565
1470	0.5014286944
1471	0.5013915964
1472	0.5013401433
1473	0.5012888812
1474	0.5012246762
1475	0.5011981453
1476	0.5011367219
1477	0.5010885161
1478	0.5010363334
1479	0.5009712447
1480	0.5009050124
1481	0.5008692729
1482	0.5008134209
1483	0.5007822607
1484	0.5007351564
1485	0.5006805999
1486	0.5006084966
1487	0.5005668813
1488	0.5005196693
1489	0.5004413589
1490	0.5004073346
1491	0.500371516
1492	0.5003241544
1493	0.5002682415
1494	0.500203359
1495	0.5001621035
1496	0.5001150501
1497	0.5000826656
1498	0.5000346206
1499	0.4999683954
